,video,description
0,mixkit-view-to-the-sideboard-of-a-flower-shop-4742.mp4,View to the sideboard of a flower shop full of arrangements and flowers of all types and colors.
0,mixkit-man-on-a-rooftop-231.mp4,"A young man stands on a roof and adjusts his beige suit jacket, reaches into a pocket and pulls out a cellular phone, looks at it and walks off, with city buildings in the background and a slightly cloudy sky."
0,mixkit-business-people-at-work-meeting-4809.mp4,"Coworkers discussing graphics in a meeting, in an office, with laptops and many documents."
0,mixkit-business-man-exposing-graphs-42648.mp4,Businessman presenting progress analysis graphs of a project in a meeting room.
0,mixkit-pair-of-hands-shaking-hands-on-white-background-30012.mp4,White background while the hands of two men in formal clothes enter the scene to give a firm and brotherly handshake.
0,mixkit-hands-of-a-girl-working-on-a-computer-4938.mp4,"The hands of a young woman typing on a computer working from home, with a cup of tea, a notebook with a pencil and a smartphone, on a wooden table."
0,mixkit-young-man-sitting-scrolling-on-his-cell-phone-4801.mp4,"Young man sitting at a table in an office, with papers, coffee and a computer, while scrolling on his cell phone."
0,mixkit-copying-from-a-cell-phone-to-the-computer-42630.mp4,Over the shoulder view of a businesswoman holding a smartphone with green screen and copying data to her laptop.
0,mixkit-entrepreneur-who-wears-a-suit-celebrating-33031.mp4,Entrepreneur who wears a suit celebrating
0,mixkit-people-walking-in-front-of-a-building-4169.mp4,People walking to their work in the morning in front of a building in a city's financial area.
0,mixkit-woman-typing-on-her-laptop-in-a-coffee-shop-206.mp4,"A woman with red painted finger nails types on her MacBook Air laptop, on a wooden table next to a cup of coffee, a small coffee pot, books, a vase and cutlery."
0,mixkit-busy-office-space-918.mp4,Work environment of a startup office with people sitting working on their computers and people walking from one place to another.
0,mixkit-formal-dressed-people-worked-in-an-office-4811.mp4,"A man and a woman dressed in suits working in an office, he on a computer and she writing on a notebook. surrounded by papers and notebooks."
0,mixkit-world-map-in-a-digital-world-12748.mp4,"Animation of the world map in the digital age, with lines of code moving vertically across"
0,mixkit-traffic-in-an-underground-tunnel-4067.mp4,Time lapse of traffic in an underground tun in a city with tall buildings at night.
0,mixkit-man-in-a-suit-works-from-the-kitchen-4830.mp4,"Bearded man dressed in black suit and white shirt, while typing on a laptop on a kitchen table."
0,mixkit-hands-of-a-person-typing-on-a-cell-phone-4915.mp4,"Hands of a person with a bracelet seen in detail, while writing on a smartphone."
0,mixkit-man-putting-on-a-jacket-151.mp4,A man wearing a short sleeved dress shirt puts his arms through a white dinner jacket as he faces a window with a building in the background.
0,mixkit-open-office-space-914.mp4,"An open floor office space with several long tables and computers, people sitting at desks working or walking among the desks. White walls with plants in the background."
0,mixkit-man-working-on-his-laptop-308.mp4,"A businessman's hands as he works on his laptop. He scrolls through a spreadsheet using the mouse pad. Report shows a graph.  Laptop sits on a wooden table, behind it through the window is a blurred city landscape."
0,mixkit-person-typing-on-a-computer-in-detail-4907.mp4,Close-up view of a person's hands while typing slowly on a laptop keyboard.
0,mixkit-hands-of-a-wrist-watch-3653.mp4,Wristwatch hands moving forward close-up views.
0,mixkit-reflection-of-a-screen-in-glasses-221.mp4,"A person wears glasses while looking at a screen, the screen is reflected in the glasses."
0,mixkit-people-having-a-work-meeting-around-a-table-4547.mp4,"Business people sitting around a table at a successful business meeting, with water, computers, and papers."
0,mixkit-view-to-the-sideboard-of-a-flower-shop-4742.mp4,View to the sideboard of a flower shop full of arrangements and flowers of all types and colors.
0,mixkit-man-on-a-rooftop-231.mp4,"A young man stands on a roof and adjusts his beige suit jacket, reaches into a pocket and pulls out a cellular phone, looks at it and walks off, with city buildings in the background and a slightly cloudy sky."
0,mixkit-business-people-at-work-meeting-4809.mp4,"Coworkers discussing graphics in a meeting, in an office, with laptops and many documents."
0,mixkit-business-man-exposing-graphs-42648.mp4,Businessman presenting progress analysis graphs of a project in a meeting room.
0,mixkit-pair-of-hands-shaking-hands-on-white-background-30012.mp4,White background while the hands of two men in formal clothes enter the scene to give a firm and brotherly handshake.
0,mixkit-hands-of-a-girl-working-on-a-computer-4938.mp4,"The hands of a young woman typing on a computer working from home, with a cup of tea, a notebook with a pencil and a smartphone, on a wooden table."
0,mixkit-young-man-sitting-scrolling-on-his-cell-phone-4801.mp4,"Young man sitting at a table in an office, with papers, coffee and a computer, while scrolling on his cell phone."
0,mixkit-copying-from-a-cell-phone-to-the-computer-42630.mp4,Over the shoulder view of a businesswoman holding a smartphone with green screen and copying data to her laptop.
0,mixkit-entrepreneur-who-wears-a-suit-celebrating-33031.mp4,Entrepreneur who wears a suit celebrating
0,mixkit-people-walking-in-front-of-a-building-4169.mp4,People walking to their work in the morning in front of a building in a city's financial area.
0,mixkit-woman-typing-on-her-laptop-in-a-coffee-shop-206.mp4,"A woman with red painted finger nails types on her MacBook Air laptop, on a wooden table next to a cup of coffee, a small coffee pot, books, a vase and cutlery."
0,mixkit-busy-office-space-918.mp4,Work environment of a startup office with people sitting working on their computers and people walking from one place to another.
0,mixkit-formal-dressed-people-worked-in-an-office-4811.mp4,"A man and a woman dressed in suits working in an office, he on a computer and she writing on a notebook. surrounded by papers and notebooks."
0,mixkit-world-map-in-a-digital-world-12748.mp4,"Animation of the world map in the digital age, with lines of code moving vertically across"
0,mixkit-traffic-in-an-underground-tunnel-4067.mp4,Time lapse of traffic in an underground tun in a city with tall buildings at night.
0,mixkit-man-in-a-suit-works-from-the-kitchen-4830.mp4,"Bearded man dressed in black suit and white shirt, while typing on a laptop on a kitchen table."
0,mixkit-hands-of-a-person-typing-on-a-cell-phone-4915.mp4,"Hands of a person with a bracelet seen in detail, while writing on a smartphone."
0,mixkit-man-putting-on-a-jacket-151.mp4,A man wearing a short sleeved dress shirt puts his arms through a white dinner jacket as he faces a window with a building in the background.
0,mixkit-open-office-space-914.mp4,"An open floor office space with several long tables and computers, people sitting at desks working or walking among the desks. White walls with plants in the background."
0,mixkit-man-working-on-his-laptop-308.mp4,"A businessman's hands as he works on his laptop. He scrolls through a spreadsheet using the mouse pad. Report shows a graph.  Laptop sits on a wooden table, behind it through the window is a blurred city landscape."
0,mixkit-person-typing-on-a-computer-in-detail-4907.mp4,Close-up view of a person's hands while typing slowly on a laptop keyboard.
0,mixkit-hands-of-a-wrist-watch-3653.mp4,Wristwatch hands moving forward close-up views.
0,mixkit-reflection-of-a-screen-in-glasses-221.mp4,"A person wears glasses while looking at a screen, the screen is reflected in the glasses."
0,mixkit-people-having-a-work-meeting-around-a-table-4547.mp4,"Business people sitting around a table at a successful business meeting, with water, computers, and papers."
0,mixkit-view-to-the-sideboard-of-a-flower-shop-4742.mp4,View to the sideboard of a flower shop full of arrangements and flowers of all types and colors.
0,mixkit-man-on-a-rooftop-231.mp4,"A young man stands on a roof and adjusts his beige suit jacket, reaches into a pocket and pulls out a cellular phone, looks at it and walks off, with city buildings in the background and a slightly cloudy sky."
0,mixkit-business-people-at-work-meeting-4809.mp4,"Coworkers discussing graphics in a meeting, in an office, with laptops and many documents."
0,mixkit-business-man-exposing-graphs-42648.mp4,Businessman presenting progress analysis graphs of a project in a meeting room.
0,mixkit-pair-of-hands-shaking-hands-on-white-background-30012.mp4,White background while the hands of two men in formal clothes enter the scene to give a firm and brotherly handshake.
0,mixkit-hands-of-a-girl-working-on-a-computer-4938.mp4,"The hands of a young woman typing on a computer working from home, with a cup of tea, a notebook with a pencil and a smartphone, on a wooden table."
0,mixkit-young-man-sitting-scrolling-on-his-cell-phone-4801.mp4,"Young man sitting at a table in an office, with papers, coffee and a computer, while scrolling on his cell phone."
0,mixkit-copying-from-a-cell-phone-to-the-computer-42630.mp4,Over the shoulder view of a businesswoman holding a smartphone with green screen and copying data to her laptop.
0,mixkit-entrepreneur-who-wears-a-suit-celebrating-33031.mp4,Entrepreneur who wears a suit celebrating
0,mixkit-people-walking-in-front-of-a-building-4169.mp4,People walking to their work in the morning in front of a building in a city's financial area.
0,mixkit-woman-typing-on-her-laptop-in-a-coffee-shop-206.mp4,"A woman with red painted finger nails types on her MacBook Air laptop, on a wooden table next to a cup of coffee, a small coffee pot, books, a vase and cutlery."
0,mixkit-busy-office-space-918.mp4,Work environment of a startup office with people sitting working on their computers and people walking from one place to another.
0,mixkit-formal-dressed-people-worked-in-an-office-4811.mp4,"A man and a woman dressed in suits working in an office, he on a computer and she writing on a notebook. surrounded by papers and notebooks."
0,mixkit-world-map-in-a-digital-world-12748.mp4,"Animation of the world map in the digital age, with lines of code moving vertically across"
0,mixkit-traffic-in-an-underground-tunnel-4067.mp4,Time lapse of traffic in an underground tun in a city with tall buildings at night.
0,mixkit-man-in-a-suit-works-from-the-kitchen-4830.mp4,"Bearded man dressed in black suit and white shirt, while typing on a laptop on a kitchen table."
0,mixkit-hands-of-a-person-typing-on-a-cell-phone-4915.mp4,"Hands of a person with a bracelet seen in detail, while writing on a smartphone."
0,mixkit-man-putting-on-a-jacket-151.mp4,A man wearing a short sleeved dress shirt puts his arms through a white dinner jacket as he faces a window with a building in the background.
0,mixkit-open-office-space-914.mp4,"An open floor office space with several long tables and computers, people sitting at desks working or walking among the desks. White walls with plants in the background."
0,mixkit-man-working-on-his-laptop-308.mp4,"A businessman's hands as he works on his laptop. He scrolls through a spreadsheet using the mouse pad. Report shows a graph.  Laptop sits on a wooden table, behind it through the window is a blurred city landscape."
0,mixkit-person-typing-on-a-computer-in-detail-4907.mp4,Close-up view of a person's hands while typing slowly on a laptop keyboard.
0,mixkit-hands-of-a-wrist-watch-3653.mp4,Wristwatch hands moving forward close-up views.
0,mixkit-reflection-of-a-screen-in-glasses-221.mp4,"A person wears glasses while looking at a screen, the screen is reflected in the glasses."
0,mixkit-people-having-a-work-meeting-around-a-table-4547.mp4,"Business people sitting around a table at a successful business meeting, with water, computers, and papers."
0,mixkit-view-to-the-sideboard-of-a-flower-shop-4742.mp4,View to the sideboard of a flower shop full of arrangements and flowers of all types and colors.
0,mixkit-man-on-a-rooftop-231.mp4,"A young man stands on a roof and adjusts his beige suit jacket, reaches into a pocket and pulls out a cellular phone, looks at it and walks off, with city buildings in the background and a slightly cloudy sky."
0,mixkit-business-people-at-work-meeting-4809.mp4,"Coworkers discussing graphics in a meeting, in an office, with laptops and many documents."
0,mixkit-business-man-exposing-graphs-42648.mp4,Businessman presenting progress analysis graphs of a project in a meeting room.
0,mixkit-pair-of-hands-shaking-hands-on-white-background-30012.mp4,White background while the hands of two men in formal clothes enter the scene to give a firm and brotherly handshake.
0,mixkit-hands-of-a-girl-working-on-a-computer-4938.mp4,"The hands of a young woman typing on a computer working from home, with a cup of tea, a notebook with a pencil and a smartphone, on a wooden table."
0,mixkit-young-man-sitting-scrolling-on-his-cell-phone-4801.mp4,"Young man sitting at a table in an office, with papers, coffee and a computer, while scrolling on his cell phone."
0,mixkit-copying-from-a-cell-phone-to-the-computer-42630.mp4,Over the shoulder view of a businesswoman holding a smartphone with green screen and copying data to her laptop.
0,mixkit-entrepreneur-who-wears-a-suit-celebrating-33031.mp4,Entrepreneur who wears a suit celebrating
0,mixkit-people-walking-in-front-of-a-building-4169.mp4,People walking to their work in the morning in front of a building in a city's financial area.
0,mixkit-woman-typing-on-her-laptop-in-a-coffee-shop-206.mp4,"A woman with red painted finger nails types on her MacBook Air laptop, on a wooden table next to a cup of coffee, a small coffee pot, books, a vase and cutlery."
0,mixkit-busy-office-space-918.mp4,Work environment of a startup office with people sitting working on their computers and people walking from one place to another.
0,mixkit-formal-dressed-people-worked-in-an-office-4811.mp4,"A man and a woman dressed in suits working in an office, he on a computer and she writing on a notebook. surrounded by papers and notebooks."
0,mixkit-world-map-in-a-digital-world-12748.mp4,"Animation of the world map in the digital age, with lines of code moving vertically across"
0,mixkit-traffic-in-an-underground-tunnel-4067.mp4,Time lapse of traffic in an underground tun in a city with tall buildings at night.
0,mixkit-man-in-a-suit-works-from-the-kitchen-4830.mp4,"Bearded man dressed in black suit and white shirt, while typing on a laptop on a kitchen table."
0,mixkit-hands-of-a-person-typing-on-a-cell-phone-4915.mp4,"Hands of a person with a bracelet seen in detail, while writing on a smartphone."
0,mixkit-man-putting-on-a-jacket-151.mp4,A man wearing a short sleeved dress shirt puts his arms through a white dinner jacket as he faces a window with a building in the background.
0,mixkit-open-office-space-914.mp4,"An open floor office space with several long tables and computers, people sitting at desks working or walking among the desks. White walls with plants in the background."
0,mixkit-man-working-on-his-laptop-308.mp4,"A businessman's hands as he works on his laptop. He scrolls through a spreadsheet using the mouse pad. Report shows a graph.  Laptop sits on a wooden table, behind it through the window is a blurred city landscape."
0,mixkit-person-typing-on-a-computer-in-detail-4907.mp4,Close-up view of a person's hands while typing slowly on a laptop keyboard.
0,mixkit-hands-of-a-wrist-watch-3653.mp4,Wristwatch hands moving forward close-up views.
0,mixkit-reflection-of-a-screen-in-glasses-221.mp4,"A person wears glasses while looking at a screen, the screen is reflected in the glasses."
0,mixkit-people-having-a-work-meeting-around-a-table-4547.mp4,"Business people sitting around a table at a successful business meeting, with water, computers, and papers."
0,mixkit-view-to-the-sideboard-of-a-flower-shop-4742.mp4,View to the sideboard of a flower shop full of arrangements and flowers of all types and colors.
0,mixkit-man-on-a-rooftop-231.mp4,"A young man stands on a roof and adjusts his beige suit jacket, reaches into a pocket and pulls out a cellular phone, looks at it and walks off, with city buildings in the background and a slightly cloudy sky."
0,mixkit-business-people-at-work-meeting-4809.mp4,"Coworkers discussing graphics in a meeting, in an office, with laptops and many documents."
0,mixkit-business-man-exposing-graphs-42648.mp4,Businessman presenting progress analysis graphs of a project in a meeting room.
0,mixkit-pair-of-hands-shaking-hands-on-white-background-30012.mp4,White background while the hands of two men in formal clothes enter the scene to give a firm and brotherly handshake.
0,mixkit-hands-of-a-girl-working-on-a-computer-4938.mp4,"The hands of a young woman typing on a computer working from home, with a cup of tea, a notebook with a pencil and a smartphone, on a wooden table."
0,mixkit-young-man-sitting-scrolling-on-his-cell-phone-4801.mp4,"Young man sitting at a table in an office, with papers, coffee and a computer, while scrolling on his cell phone."
0,mixkit-copying-from-a-cell-phone-to-the-computer-42630.mp4,Over the shoulder view of a businesswoman holding a smartphone with green screen and copying data to her laptop.
0,mixkit-entrepreneur-who-wears-a-suit-celebrating-33031.mp4,Entrepreneur who wears a suit celebrating
0,mixkit-people-walking-in-front-of-a-building-4169.mp4,People walking to their work in the morning in front of a building in a city's financial area.
0,mixkit-woman-typing-on-her-laptop-in-a-coffee-shop-206.mp4,"A woman with red painted finger nails types on her MacBook Air laptop, on a wooden table next to a cup of coffee, a small coffee pot, books, a vase and cutlery."
0,mixkit-busy-office-space-918.mp4,Work environment of a startup office with people sitting working on their computers and people walking from one place to another.
0,mixkit-formal-dressed-people-worked-in-an-office-4811.mp4,"A man and a woman dressed in suits working in an office, he on a computer and she writing on a notebook. surrounded by papers and notebooks."
0,mixkit-world-map-in-a-digital-world-12748.mp4,"Animation of the world map in the digital age, with lines of code moving vertically across"
0,mixkit-traffic-in-an-underground-tunnel-4067.mp4,Time lapse of traffic in an underground tun in a city with tall buildings at night.
0,mixkit-man-in-a-suit-works-from-the-kitchen-4830.mp4,"Bearded man dressed in black suit and white shirt, while typing on a laptop on a kitchen table."
0,mixkit-hands-of-a-person-typing-on-a-cell-phone-4915.mp4,"Hands of a person with a bracelet seen in detail, while writing on a smartphone."
0,mixkit-man-putting-on-a-jacket-151.mp4,A man wearing a short sleeved dress shirt puts his arms through a white dinner jacket as he faces a window with a building in the background.
0,mixkit-open-office-space-914.mp4,"An open floor office space with several long tables and computers, people sitting at desks working or walking among the desks. White walls with plants in the background."
0,mixkit-man-working-on-his-laptop-308.mp4,"A businessman's hands as he works on his laptop. He scrolls through a spreadsheet using the mouse pad. Report shows a graph.  Laptop sits on a wooden table, behind it through the window is a blurred city landscape."
0,mixkit-person-typing-on-a-computer-in-detail-4907.mp4,Close-up view of a person's hands while typing slowly on a laptop keyboard.
0,mixkit-hands-of-a-wrist-watch-3653.mp4,Wristwatch hands moving forward close-up views.
0,mixkit-reflection-of-a-screen-in-glasses-221.mp4,"A person wears glasses while looking at a screen, the screen is reflected in the glasses."
0,mixkit-people-having-a-work-meeting-around-a-table-4547.mp4,"Business people sitting around a table at a successful business meeting, with water, computers, and papers."
0,mixkit-view-to-the-sideboard-of-a-flower-shop-4742.mp4,View to the sideboard of a flower shop full of arrangements and flowers of all types and colors.
0,mixkit-man-on-a-rooftop-231.mp4,"A young man stands on a roof and adjusts his beige suit jacket, reaches into a pocket and pulls out a cellular phone, looks at it and walks off, with city buildings in the background and a slightly cloudy sky."
0,mixkit-business-people-at-work-meeting-4809.mp4,"Coworkers discussing graphics in a meeting, in an office, with laptops and many documents."
0,mixkit-business-man-exposing-graphs-42648.mp4,Businessman presenting progress analysis graphs of a project in a meeting room.
0,mixkit-pair-of-hands-shaking-hands-on-white-background-30012.mp4,White background while the hands of two men in formal clothes enter the scene to give a firm and brotherly handshake.
0,mixkit-hands-of-a-girl-working-on-a-computer-4938.mp4,"The hands of a young woman typing on a computer working from home, with a cup of tea, a notebook with a pencil and a smartphone, on a wooden table."
0,mixkit-young-man-sitting-scrolling-on-his-cell-phone-4801.mp4,"Young man sitting at a table in an office, with papers, coffee and a computer, while scrolling on his cell phone."
0,mixkit-copying-from-a-cell-phone-to-the-computer-42630.mp4,Over the shoulder view of a businesswoman holding a smartphone with green screen and copying data to her laptop.
0,mixkit-entrepreneur-who-wears-a-suit-celebrating-33031.mp4,Entrepreneur who wears a suit celebrating
0,mixkit-people-walking-in-front-of-a-building-4169.mp4,People walking to their work in the morning in front of a building in a city's financial area.
0,mixkit-woman-typing-on-her-laptop-in-a-coffee-shop-206.mp4,"A woman with red painted finger nails types on her MacBook Air laptop, on a wooden table next to a cup of coffee, a small coffee pot, books, a vase and cutlery."
0,mixkit-busy-office-space-918.mp4,Work environment of a startup office with people sitting working on their computers and people walking from one place to another.
0,mixkit-formal-dressed-people-worked-in-an-office-4811.mp4,"A man and a woman dressed in suits working in an office, he on a computer and she writing on a notebook. surrounded by papers and notebooks."
0,mixkit-world-map-in-a-digital-world-12748.mp4,"Animation of the world map in the digital age, with lines of code moving vertically across"
0,mixkit-traffic-in-an-underground-tunnel-4067.mp4,Time lapse of traffic in an underground tun in a city with tall buildings at night.
0,mixkit-man-in-a-suit-works-from-the-kitchen-4830.mp4,"Bearded man dressed in black suit and white shirt, while typing on a laptop on a kitchen table."
0,mixkit-hands-of-a-person-typing-on-a-cell-phone-4915.mp4,"Hands of a person with a bracelet seen in detail, while writing on a smartphone."
0,mixkit-man-putting-on-a-jacket-151.mp4,A man wearing a short sleeved dress shirt puts his arms through a white dinner jacket as he faces a window with a building in the background.
0,mixkit-open-office-space-914.mp4,"An open floor office space with several long tables and computers, people sitting at desks working or walking among the desks. White walls with plants in the background."
0,mixkit-man-working-on-his-laptop-308.mp4,"A businessman's hands as he works on his laptop. He scrolls through a spreadsheet using the mouse pad. Report shows a graph.  Laptop sits on a wooden table, behind it through the window is a blurred city landscape."
0,mixkit-person-typing-on-a-computer-in-detail-4907.mp4,Close-up view of a person's hands while typing slowly on a laptop keyboard.
0,mixkit-hands-of-a-wrist-watch-3653.mp4,Wristwatch hands moving forward close-up views.
0,mixkit-reflection-of-a-screen-in-glasses-221.mp4,"A person wears glasses while looking at a screen, the screen is reflected in the glasses."
0,mixkit-people-having-a-work-meeting-around-a-table-4547.mp4,"Business people sitting around a table at a successful business meeting, with water, computers, and papers."
0,mixkit-view-to-the-sideboard-of-a-flower-shop-4742.mp4,View to the sideboard of a flower shop full of arrangements and flowers of all types and colors.
0,mixkit-man-on-a-rooftop-231.mp4,"A young man stands on a roof and adjusts his beige suit jacket, reaches into a pocket and pulls out a cellular phone, looks at it and walks off, with city buildings in the background and a slightly cloudy sky."
0,mixkit-business-people-at-work-meeting-4809.mp4,"Coworkers discussing graphics in a meeting, in an office, with laptops and many documents."
0,mixkit-business-man-exposing-graphs-42648.mp4,Businessman presenting progress analysis graphs of a project in a meeting room.
0,mixkit-pair-of-hands-shaking-hands-on-white-background-30012.mp4,White background while the hands of two men in formal clothes enter the scene to give a firm and brotherly handshake.
0,mixkit-hands-of-a-girl-working-on-a-computer-4938.mp4,"The hands of a young woman typing on a computer working from home, with a cup of tea, a notebook with a pencil and a smartphone, on a wooden table."
0,mixkit-young-man-sitting-scrolling-on-his-cell-phone-4801.mp4,"Young man sitting at a table in an office, with papers, coffee and a computer, while scrolling on his cell phone."
0,mixkit-copying-from-a-cell-phone-to-the-computer-42630.mp4,Over the shoulder view of a businesswoman holding a smartphone with green screen and copying data to her laptop.
0,mixkit-entrepreneur-who-wears-a-suit-celebrating-33031.mp4,Entrepreneur who wears a suit celebrating
0,mixkit-people-walking-in-front-of-a-building-4169.mp4,People walking to their work in the morning in front of a building in a city's financial area.
0,mixkit-woman-typing-on-her-laptop-in-a-coffee-shop-206.mp4,"A woman with red painted finger nails types on her MacBook Air laptop, on a wooden table next to a cup of coffee, a small coffee pot, books, a vase and cutlery."
0,mixkit-busy-office-space-918.mp4,Work environment of a startup office with people sitting working on their computers and people walking from one place to another.
0,mixkit-formal-dressed-people-worked-in-an-office-4811.mp4,"A man and a woman dressed in suits working in an office, he on a computer and she writing on a notebook. surrounded by papers and notebooks."
0,mixkit-world-map-in-a-digital-world-12748.mp4,"Animation of the world map in the digital age, with lines of code moving vertically across"
0,mixkit-traffic-in-an-underground-tunnel-4067.mp4,Time lapse of traffic in an underground tun in a city with tall buildings at night.
0,mixkit-man-in-a-suit-works-from-the-kitchen-4830.mp4,"Bearded man dressed in black suit and white shirt, while typing on a laptop on a kitchen table."
0,mixkit-hands-of-a-person-typing-on-a-cell-phone-4915.mp4,"Hands of a person with a bracelet seen in detail, while writing on a smartphone."
0,mixkit-man-putting-on-a-jacket-151.mp4,A man wearing a short sleeved dress shirt puts his arms through a white dinner jacket as he faces a window with a building in the background.
0,mixkit-open-office-space-914.mp4,"An open floor office space with several long tables and computers, people sitting at desks working or walking among the desks. White walls with plants in the background."
0,mixkit-man-working-on-his-laptop-308.mp4,"A businessman's hands as he works on his laptop. He scrolls through a spreadsheet using the mouse pad. Report shows a graph.  Laptop sits on a wooden table, behind it through the window is a blurred city landscape."
0,mixkit-person-typing-on-a-computer-in-detail-4907.mp4,Close-up view of a person's hands while typing slowly on a laptop keyboard.
0,mixkit-hands-of-a-wrist-watch-3653.mp4,Wristwatch hands moving forward close-up views.
0,mixkit-reflection-of-a-screen-in-glasses-221.mp4,"A person wears glasses while looking at a screen, the screen is reflected in the glasses."
0,mixkit-people-having-a-work-meeting-around-a-table-4547.mp4,"Business people sitting around a table at a successful business meeting, with water, computers, and papers."
0,mixkit-view-to-the-sideboard-of-a-flower-shop-4742.mp4,View to the sideboard of a flower shop full of arrangements and flowers of all types and colors.
0,mixkit-man-on-a-rooftop-231.mp4,"A young man stands on a roof and adjusts his beige suit jacket, reaches into a pocket and pulls out a cellular phone, looks at it and walks off, with city buildings in the background and a slightly cloudy sky."
0,mixkit-business-people-at-work-meeting-4809.mp4,"Coworkers discussing graphics in a meeting, in an office, with laptops and many documents."
0,mixkit-business-man-exposing-graphs-42648.mp4,Businessman presenting progress analysis graphs of a project in a meeting room.
0,mixkit-pair-of-hands-shaking-hands-on-white-background-30012.mp4,White background while the hands of two men in formal clothes enter the scene to give a firm and brotherly handshake.
0,mixkit-hands-of-a-girl-working-on-a-computer-4938.mp4,"The hands of a young woman typing on a computer working from home, with a cup of tea, a notebook with a pencil and a smartphone, on a wooden table."
0,mixkit-young-man-sitting-scrolling-on-his-cell-phone-4801.mp4,"Young man sitting at a table in an office, with papers, coffee and a computer, while scrolling on his cell phone."
0,mixkit-copying-from-a-cell-phone-to-the-computer-42630.mp4,Over the shoulder view of a businesswoman holding a smartphone with green screen and copying data to her laptop.
0,mixkit-entrepreneur-who-wears-a-suit-celebrating-33031.mp4,Entrepreneur who wears a suit celebrating
0,mixkit-people-walking-in-front-of-a-building-4169.mp4,People walking to their work in the morning in front of a building in a city's financial area.
0,mixkit-woman-typing-on-her-laptop-in-a-coffee-shop-206.mp4,"A woman with red painted finger nails types on her MacBook Air laptop, on a wooden table next to a cup of coffee, a small coffee pot, books, a vase and cutlery."
0,mixkit-busy-office-space-918.mp4,Work environment of a startup office with people sitting working on their computers and people walking from one place to another.
0,mixkit-formal-dressed-people-worked-in-an-office-4811.mp4,"A man and a woman dressed in suits working in an office, he on a computer and she writing on a notebook. surrounded by papers and notebooks."
0,mixkit-world-map-in-a-digital-world-12748.mp4,"Animation of the world map in the digital age, with lines of code moving vertically across"
0,mixkit-traffic-in-an-underground-tunnel-4067.mp4,Time lapse of traffic in an underground tun in a city with tall buildings at night.
0,mixkit-man-in-a-suit-works-from-the-kitchen-4830.mp4,"Bearded man dressed in black suit and white shirt, while typing on a laptop on a kitchen table."
0,mixkit-hands-of-a-person-typing-on-a-cell-phone-4915.mp4,"Hands of a person with a bracelet seen in detail, while writing on a smartphone."
0,mixkit-man-putting-on-a-jacket-151.mp4,A man wearing a short sleeved dress shirt puts his arms through a white dinner jacket as he faces a window with a building in the background.
0,mixkit-open-office-space-914.mp4,"An open floor office space with several long tables and computers, people sitting at desks working or walking among the desks. White walls with plants in the background."
0,mixkit-man-working-on-his-laptop-308.mp4,"A businessman's hands as he works on his laptop. He scrolls through a spreadsheet using the mouse pad. Report shows a graph.  Laptop sits on a wooden table, behind it through the window is a blurred city landscape."
0,mixkit-person-typing-on-a-computer-in-detail-4907.mp4,Close-up view of a person's hands while typing slowly on a laptop keyboard.
0,mixkit-hands-of-a-wrist-watch-3653.mp4,Wristwatch hands moving forward close-up views.
0,mixkit-reflection-of-a-screen-in-glasses-221.mp4,"A person wears glasses while looking at a screen, the screen is reflected in the glasses."
0,mixkit-people-having-a-work-meeting-around-a-table-4547.mp4,"Business people sitting around a table at a successful business meeting, with water, computers, and papers."
0,mixkit-view-to-the-sideboard-of-a-flower-shop-4742.mp4,View to the sideboard of a flower shop full of arrangements and flowers of all types and colors.
0,mixkit-man-on-a-rooftop-231.mp4,"A young man stands on a roof and adjusts his beige suit jacket, reaches into a pocket and pulls out a cellular phone, looks at it and walks off, with city buildings in the background and a slightly cloudy sky."
0,mixkit-business-people-at-work-meeting-4809.mp4,"Coworkers discussing graphics in a meeting, in an office, with laptops and many documents."
0,mixkit-business-man-exposing-graphs-42648.mp4,Businessman presenting progress analysis graphs of a project in a meeting room.
0,mixkit-pair-of-hands-shaking-hands-on-white-background-30012.mp4,White background while the hands of two men in formal clothes enter the scene to give a firm and brotherly handshake.
0,mixkit-hands-of-a-girl-working-on-a-computer-4938.mp4,"The hands of a young woman typing on a computer working from home, with a cup of tea, a notebook with a pencil and a smartphone, on a wooden table."
0,mixkit-young-man-sitting-scrolling-on-his-cell-phone-4801.mp4,"Young man sitting at a table in an office, with papers, coffee and a computer, while scrolling on his cell phone."
0,mixkit-copying-from-a-cell-phone-to-the-computer-42630.mp4,Over the shoulder view of a businesswoman holding a smartphone with green screen and copying data to her laptop.
0,mixkit-entrepreneur-who-wears-a-suit-celebrating-33031.mp4,Entrepreneur who wears a suit celebrating
0,mixkit-people-walking-in-front-of-a-building-4169.mp4,People walking to their work in the morning in front of a building in a city's financial area.
0,mixkit-woman-typing-on-her-laptop-in-a-coffee-shop-206.mp4,"A woman with red painted finger nails types on her MacBook Air laptop, on a wooden table next to a cup of coffee, a small coffee pot, books, a vase and cutlery."
0,mixkit-busy-office-space-918.mp4,Work environment of a startup office with people sitting working on their computers and people walking from one place to another.
0,mixkit-formal-dressed-people-worked-in-an-office-4811.mp4,"A man and a woman dressed in suits working in an office, he on a computer and she writing on a notebook. surrounded by papers and notebooks."
0,mixkit-world-map-in-a-digital-world-12748.mp4,"Animation of the world map in the digital age, with lines of code moving vertically across"
0,mixkit-traffic-in-an-underground-tunnel-4067.mp4,Time lapse of traffic in an underground tun in a city with tall buildings at night.
